Type,Start,End,Duration,Start Conditions,Start Location,End Conditions,Notes
feed,2024-02-14 23:48,,,Breast,,,
feed,2024-02-14 23:36,,,Breast,,,
sleep,2024-02-14 23:34,2024-02-15 01:20,1:46,,,,
feed,2024-02-14 21:11,,,Formula,bottle,3oz,
sleep,2024-02-14 20:50,2024-02-14 23:23,2:33,,,,
feed,2024-02-14 20:47,,,Bottle,bottle,6oz,
meds,2024-02-14 20:45,2024-02-14 20:45,,2.5ml,Gripe Water,,
sleep,2024-02-14 14:14,2024-02-14 15:33,1:19,,,,
sleep,2024-02-14 14:02,2024-02-14 15:20,1:18,,,,
sleep,2024-02-14 13:47,2024-02-14 15:47,2:00,,,,
feed,2024-02-14 12:47,,,Breast,,,
sleep,2024-02-14 11:36,2024-02-14 13:06,1:30,,,,
feed,2024-02-14 09:54,,,Breast,,,
meds,2024-02-14 09:51,2024-02-14 09:51,,5ml,Tylenol,,
meds,2024-02-14 08:33,2024-02-14 08:33,,1ml,Vitamin D,,
feed,2024-02-14 08:28,,,Breast,,,
feed,2024-02-14 07:18,,,Breast,,,
feed,2024-02-14 05:49,,,Formula,bottle,5oz,
feed,2024-02-14 05:48,,,Formula,bottle,6oz,
sleep,2024-02-14 01:10,2024-02-14 08:48,7:38,,,,
feed,2024-02-13 23:51,,,Formula,bottle,8oz,
sleep,2024-02-13 22:22,2024-02-14 00:50,2:28,,,,
sleep,2024-02-13 19:21,2024-02-13 22:00,2:39,,,,
feed,2024-02-13 18:47,,,Formula,bottle,2oz,
feed,2024-02-13 17:44,,,Formula,bottle,4oz,
sleep,2024-02-13 17:37,2024-02-13 19:08,1:31,,,,
feed,2024-02-13 17:32,,,Formula,bottle,2oz,
sleep,2024-02-13 16:17,2024-02-13 17:55,1:38,,,,
feed,2024-02-13 16:02,,,Bottle,bottle,8oz,
feed,2024-02-13 15:58,,,Breast,,,
feed,2024-02-13 14:59,,,Formula,bottle,5oz,
feed,2024-02-13 14:26,,,Breast,,,
sleep,2024-02-13 14:21,2024-02-13 15:48,1:27,,,,
feed,2024-02-13 13:34,,,Bottle,bottle,8oz,
sleep,2024-02-13 12:53,2024-02-13 13:42,0:49,,,,
feed,2024-02-13 10:56,,,Formula,bottle,2oz,
sleep,2024-02-13 09:17,2024-02-13 10:49,1:32,,,,
meds,2024-02-13 08:44,2024-02-13 08:44,,1ml,Vitamin D,,
sleep,2024-02-13 08:18,2024-02-13 10:12,1:54,,,,
sleep,2024-02-13 06:32,2024-02-13 07:30,0:58,,,,
sleep,2024-02-13 03:20,2024-02-13 06:06,2:46,,,,
feed,2024-02-13 00:53,,,Formula,bottle,4oz,
sleep,2024-02-13 00:45,2024-02-13 03:04,2:19,,,,
sleep,2024-02-12 21:51,2024-02-13 00:31,2:40,,,,
feed,2024-02-12 21:35,,,Formula,bottle,4oz,
feed,2024-02-12 20:57,,,Breast,,,
feed,2024-02-12 20:54,,,Bottle,bottle,8oz,
sleep,2024-02-12 19:26,2024-02-12 21:27,2:01,,,,
feed,2024-02-12 14:20,,,Formula,bottle,8oz,
sleep,2024-02-12 14:05,2024-02-12 16:05,2:00,,,,
feed,2024-02-12 13:21,,,Formula,bottle,6oz,
meds,2024-02-12 13:10,2024-02-12 13:10,,2.5ml,Gas Relief Drops,,
sleep,2024-02-12 11:53,2024-02-12 13:28,1:35,,,,
feed,2024-02-12 10:47,,,Formula,bottle,3oz,
meds,2024-02-12 10:21,2024-02-12 10:21,,1ml,Vitamin D,,
sleep,2024-02-12 09:41,2024-02-12 10:48,1:07,,,,
sleep,2024-02-12 09:29,2024-02-12 11:02,1:33,,,,
sleep,2024-02-12 08:35,2024-02-12 09:24,0:49,,,,
feed,2024-02-12 06:59,,,Formula,bottle,6oz,
feed,2024-02-12 06:09,,,Formula,bottle,6oz,
feed,2024-02-12 06:05,,,Breast,,,
feed,2024-02-12 05:42,,,Formula,bottle,8oz,
sleep,2024-02-12 02:57,2024-02-12 08:31,5:34,,,,
feed,2024-02-12 01:02,,,Bottle,bottle,3oz,
sleep,2024-02-12 00:42,2024-02-12 02:42,2:00,,,,
feed,2024-02-12 00:06,,,Breast,,,
feed,2024-02-11 23:24,,,Bottle,bottle,8oz,
feed,2024-02-11 21:56,,,Bottle,bottle,5oz,
sleep,2024-02-11 21:23,2024-02-12 00:13,2:50,,,,
feed,2024-02-11 19:42,,,Formula,bottle,4oz,
sleep,2024-02-11 19:28,2024-02-11 21:13,1:45,,,,
sleep,2024-02-11 17:48,2024-02-11 18:34,0:46,,,,
meds,2024-02-11 17:03,2024-02-11 17:03,,2.5ml,Gas Relief Drops,,
sleep,2024-02-11 16:23,2024-02-11 18:03,1:40,,,,
sleep,2024-02-11 15:48,2024-02-11 16:52,1:04,,,,
sleep,2024-02-11 15:40,2024-02-11 16:36,0:56,,,,
feed,2024-02-11 14:57,,,Formula,bottle,3oz,
meds,2024-02-11 09:28,2024-02-11 09:28,,1ml,Vitamin D,,
sleep,2024-02-11 08:12,2024-02-11 08:48,0:36,,,,
feed,2024-02-11 04:34,,,Formula,bottle,4oz,
feed,2024-02-11 02:59,,,Formula,bottle,3oz,
sleep,2024-02-11 02:32,2024-02-11 07:20,4:48,,,,
feed,2024-02-11 02:05,,,Breast,,,
feed,2024-02-11 01:53,,,Bottle,bottle,4oz,
feed,2024-02-11 00:59,,,Formula,bottle,2oz,
feed,2024-02-11 00:49,,,Breast,,,
feed,2024-02-10 23:13,,,Formula,bottle,3oz,
sleep,2024-02-10 23:11,2024-02-11 02:05,2:54,,,,
feed,2024-02-10 23:07,,,Formula,bottle,4oz,
feed,2024-02-10 21:15,,,Bottle,bottle,6oz,
sleep,2024-02-10 20:26,2024-02-10 23:01,2:35,,,,
sleep,2024-02-10 18:20,2024-02-10 20:04,1:44,,,,
feed,2024-02-10 15:20,,,Bottle,bottle,8oz,
sleep,2024-02-10 15:18,2024-02-10 16:46,1:28,,,,
feed,2024-02-10 15:16,,,Formula,bottle,8oz,
sleep,2024-02-10 14:44,2024-02-10 15:18,0:34,,,,
feed,2024-02-10 14:23,,,Breast,,,
feed,2024-02-10 14:06,,,Breast,,,
sleep,2024-02-10 13:20,2024-02-10 15:00,1:40,,,,
sleep,2024-02-10 10:21,2024-02-10 11:42,1:21,,,,
sleep,2024-02-10 09:54,2024-02-10 11:48,1:54,,,,
feed,2024-02-10 08:52,,,Bottle,bottle,5oz,
meds,2024-02-10 08:49,2024-02-10 08:49,,1ml,Vitamin D,,
sleep,2024-02-10 06:22,2024-02-10 08:28,2:06,,,,
sleep,2024-02-10 04:16,2024-02-10 05:57,1:41,,,,
feed,2024-02-10 03:34,,,Bottle,bottle,5oz,
sleep,2024-02-10 01:00,2024-02-10 03:51,2:51,,,,
sleep,2024-02-09 21:53,2024-02-10 00:37,2:44,,,,
feed,2024-02-09 21:01,,,Breast,,,
meds,2024-02-09 20:34,2024-02-09 20:34,,2.5ml,Gripe Water,,
sleep,2024-02-09 19:33,2024-02-09 21:38,2:05,,,,
feed,2024-02-09 19:24,,,Formula,bottle,4oz,
feed,2024-02-09 17:39,,,Breast,,,
sleep,2024-02-09 17:37,2024-02-09 18:29,0:52,,,,
feed,2024-02-09 16:33,,,Breast,,,
feed,2024-02-09 16:31,,,Formula,bottle,2oz,
feed,2024-02-09 13:44,,,Bottle,bottle,6oz,
sleep,2024-02-09 13:38,2024-02-09 14:13,0:35,,,,
sleep,2024-02-09 12:01,2024-02-09 13:44,1:43,,,,
feed,2024-02-09 11:28,,,Formula,bottle,6oz,
meds,2024-02-09 09:34,2024-02-09 09:34,,1ml,Vitamin D,,
sleep,2024-02-09 09:14,2024-02-09 10:18,1:04,,,,
sleep,2024-02-09 08:48,2024-02-09 10:44,1:56,,,,
feed,2024-02-09 07:42,,,Formula,bottle,2oz,
feed,2024-02-09 06:28,,,Formula,bottle,5oz,
feed,2024-02-09 04:22,,,Formula,bottle,6oz,
sleep,2024-02-09 01:07,2024-02-09 08:31,7:24,,,,
sleep,2024-02-08 22:10,2024-02-09 00:56,2:46,,,,
sleep,2024-02-08 19:32,2024-02-08 21:58,2:26,,,,
sleep,2024-02-08 17:58,2024-02-08 19:19,1:21,,,,
feed,2024-02-08 17:43,,,Formula,bottle,8oz,
feed,2024-02-08 17:09,,,Breast,,,
feed,2024-02-08 16:20,,,Formula,bottle,5oz,
feed,2024-02-08 15:59,,,Bottle,bottle,8oz,
feed,2024-02-08 13:03,,,Formula,bottle,2oz,
feed,2024-02-08 12:53,,,Breast,,,
sleep,2024-02-08 12:38,2024-02-08 14:37,1:59,,,,
sleep,2024-02-08 12:28,2024-02-08 13:36,1:08,,,,
meds,2024-02-08 11:27,2024-02-08 11:27,,2.5ml,Gas Relief Drops,,
meds,2024-02-08 10:49,2024-02-08 10:49,,1ml,Vitamin D,,
sleep,2024-02-08 09:29,2024-02-08 11:27,1:58,,,,
feed,2024-02-08 07:15,,,Bottle,bottle,5oz,
feed,2024-02-08 05:56,,,Formula,bottle,8oz,
sleep,2024-02-08 05:37,2024-02-08 06:27,0:50,,,,
feed,2024-02-08 03:50,,,Breast,,,
sleep,2024-02-08 03:37,2024-02-08 05:25,1:48,,,,
sleep,2024-02-08 01:30,2024-02-08 03:19,1:49,,,,
feed,2024-02-08 01:27,,,Breast,,,
sleep,2024-02-07 23:02,2024-02-08 01:00,1:58,,,,
sleep,2024-02-07 20:51,2024-02-07 22:35,1:44,,,,
sleep,2024-02-07 17:30,2024-02-07 19:15,1:45,,,,
feed,2024-02-07 16:03,,,Bottle,bottle,4oz,
sleep,2024-02-07 15:04,2024-02-07 16:54,1:50,,,,
feed,2024-02-07 14:17,,,Formula,bottle,8oz,
sleep,2024-02-07 12:44,2024-02-07 13:47,1:03,,,,
sleep,2024-02-07 12:02,2024-02-07 13:01,0:59,,,,
feed,2024-02-07 11:27,,,Breast,,,
sleep,2024-02-07 11:18,2024-02-07 13:15,1:57,,,,
feed,2024-02-07 10:48,,,Bottle,bottle,4oz,
feed,2024-02-07 09:42,,,Bottle,bottle,6oz,
feed,2024-02-07 09:20,,,Formula,bottle,2oz,
meds,2024-02-07 08:51,2024-02-07 08:51,,1ml,Vitamin D,,
feed,2024-02-07 06:02,,,Formula,bottle,4oz,
feed,2024-02-07 02:43,,,Formula,bottle,6oz,
sleep,2024-02-07 02:29,2024-02-07 08:05,5:36,,,,
feed,2024-02-07 02:27,,,Bottle,bottle,5oz,
feed,2024-02-07 02:18,,,Breast,,,
sleep,2024-02-07 00:36,2024-02-07 02:06,1:30,,,,
sleep,2024-02-06 22:42,2024-02-07 00:21,1:39,,,,
feed,2024-02-06 21:00,,,Breast,,,
sleep,2024-02-06 20:23,2024-02-06 22:15,1:52,,,,
feed,2024-02-06 18:58,,,Formula,bottle,6oz,
sleep,2024-02-06 18:16,2024-02-06 20:06,1:50,,,,
feed,2024-02-06 18:01,,,Breast,,,
sleep,2024-02-06 17:27,2024-02-06 19:17,1:50,,,,
sleep,2024-02-06 16:24,2024-02-06 17:20,0:56,,,,
sleep,2024-02-06 15:58,2024-02-06 16:40,0:42,,,,
feed,2024-02-06 15:52,,,Breast,,,
sleep,2024-02-06 15:19,2024-02-06 17:07,1:48,,,,
feed,2024-02-06 13:21,,,Formula,bottle,5oz,
sleep,2024-02-06 12:36,2024-02-06 13:13,0:37,,,,
feed,2024-02-06 12:05,,,Formula,bottle,2oz,
sleep,2024-02-06 11:49,2024-02-06 13:38,1:49,,,,
meds,2024-02-06 09:44,2024-02-06 09:44,,1ml,Vitamin D,,
feed,2024-02-06 06:37,,,Breast,,,
feed,2024-02-06 06:00,,,Bottle,bottle,6oz,
feed,2024-02-06 04:01,,,Breast,,,
feed,2024-02-06 03:38,,,Breast,,,
sleep,2024-02-06 01:10,2024-02-06 08:19,7:09,,,,
feed,2024-02-05 22:25,,,Formula,bottle,4oz,
sleep,2024-02-05 22:18,2024-02-06 00:41,2:23,,,,
feed,2024-02-05 20:25,,,Bottle,bottle,2oz,
sleep,2024-02-05 20:06,2024-02-05 21:51,1:45,,,,
sleep,2024-02-05 18:09,2024-02-05 19:49,1:40,,,,
sleep,2024-02-05 15:30,2024-02-05 16:06,0:36,,,,
feed,2024-02-05 15:22,,,Bottle,bottle,8oz,
sleep,2024-02-05 15:21,2024-02-05 17:18,1:57,,,,
sleep,2024-02-05 15:07,2024-02-05 16:57,1:50,,,,
feed,2024-02-05 14:19,,,Bottle,bottle,4oz,
sleep,2024-02-05 12:55,2024-02-05 14:38,1:43,,,,
feed,2024-02-05 11:55,,,Formula,bottle,3oz,
sleep,2024-02-05 10:03,2024-02-05 10:42,0:39,,,,
sleep,2024-02-05 09:25,2024-02-05 10:57,1:32,,,,
feed,2024-02-05 08:58,,,Formula,bottle,3oz,
meds,2024-02-05 08:30,2024-02-05 08:30,,1ml,Vitamin D,,
feed,2024-02-05 08:19,,,Formula,bottle,6oz,
feed,2024-02-05 04:52,,,Breast,,,
feed,2024-02-05 03:06,,,Formula,bottle,4oz,
sleep,2024-02-05 02:32,2024-02-05 06:35,4:03,,,,
feed,2024-02-05 01:29,,,Bottle,bottle,6oz,
feed,2024-02-05 01:07,,,Bottle,bottle,2oz,
sleep,2024-02-05 00:39,2024-02-05 02:22,1:43,,,,
sleep,2024-02-04 21:23,2024-02-05 00:14,2:51,,,,
feed,2024-02-04 20:11,,,Breast,,,
sleep,2024-02-04 19:02,2024-02-04 21:09,2:07,,,,
sleep,2024-02-04 17:48,2024-02-04 18:34,0:46,,,,
feed,2024-02-04 17:20,,,Formula,bottle,6oz,
sleep,2024-02-04 16:38,2024-02-04 18:16,1:38,,,,
feed,2024-02-04 15:10,,,Formula,bottle,4oz,
feed,2024-02-04 13:51,,,Breast,,,
sleep,2024-02-04 12:46,2024-02-04 14:46,2:00,,,,
sleep,2024-02-04 12:06,2024-02-04 12:37,0:31,,,,
sleep,2024-02-04 11:23,2024-02-04 12:31,1:08,,,,
sleep,2024-02-04 11:18,2024-02-04 12:10,0:52,,,,
feed,2024-02-04 09:33,,,Formula,bottle,5oz,
feed,2024-02-04 07:51,,,Bottle,bottle,3oz,
feed,2024-02-04 06:05,,,Bottle,bottle,8oz,
sleep,2024-02-04 04:46,2024-02-04 07:14,2:28,,,,
feed,2024-02-04 03:01,,,Breast,,,
feed,2024-02-04 02:39,,,Bottle,bottle,8oz,
sleep,2024-02-04 02:36,2024-02-04 04:30,1:54,,,,
feed,2024-02-04 01:35,,,Bottle,bottle,4oz,
feed,2024-02-04 01:18,,,Breast,,,
sleep,2024-02-03 23:43,2024-02-04 02:21,2:38,,,,
feed,2024-02-03 22:06,,,Bottle,bottle,2oz,
sleep,2024-02-03 21:20,2024-02-03 23:30,2:10,,,,
sleep,2024-02-03 19:19,2024-02-03 21:04,1:45,,,,
feed,2024-02-03 18:34,,,Bottle,bottle,2oz,
sleep,2024-02-03 17:23,2024-02-03 18:51,1:28,,,,
feed,2024-02-03 16:53,,,Breast,,,
sleep,2024-02-03 16:22,2024-02-03 18:21,1:59,,,,
feed,2024-02-03 16:05,,,Formula,bottle,3oz,
sleep,2024-02-03 15:35,2024-02-03 16:50,1:15,,,,
sleep,2024-02-03 14:47,2024-02-03 15:59,1:12,,,,
feed,2024-02-03 13:36,,,Bottle,bottle,2oz,
sleep,2024-02-03 11:19,2024-02-03 12:59,1:40,,,,
meds,2024-02-03 09:56,2024-02-03 09:56,,1ml,Vitamin D,,
feed,2024-02-03 09:03,,,Breast,,,
feed,2024-02-03 08:38,,,Breast,,,
feed,2024-02-03 06:52,,,Formula,bottle,3oz,
feed,2024-02-03 06:45,,,Bottle,bottle,5oz,
feed,2024-02-03 05:40,,,Breast,,,
sleep,2024-02-03 03:34,2024-02-03 08:45,5:11,,,,
feed,2024-02-03 02:59,,,Formula,bottle,6oz,
sleep,2024-02-03 01:10,2024-02-03 03:17,2:07,,,,
feed,2024-02-03 00:55,,,Formula,bottle,8oz,
sleep,2024-02-02 23:26,2024-02-03 00:58,1:32,,,,
sleep,2024-02-02 20:30,2024-02-02 23:02,2:32,,,,
feed,2024-02-02 19:51,,,Bottle,bottle,4oz,
sleep,2024-02-02 17:44,2024-02-02 18:44,1:00,,,,
feed,2024-02-02 17:14,,,Breast,,,
feed,2024-02-02 16:56,,,Breast,,,
sleep,2024-02-02 12:56,2024-02-02 14:37,1:41,,,,
sleep,2024-02-02 12:35,2024-02-02 14:07,1:32,,,,
feed,2024-02-02 11:40,,,Breast,,,
feed,2024-02-02 11:20,,,Breast,,,
sleep,2024-02-02 11:05,2024-02-02 12:27,1:22,,,,
feed,2024-02-02 09:31,,,Formula,bottle,2oz,
meds,2024-02-02 08:54,2024-02-02 08:54,,1ml,Vitamin D,,
sleep,2024-02-02 08:33,2024-02-02 09:33,1:00,,,,
feed,2024-02-02 06:05,,,Bottle,bottle,8oz,
sleep,2024-02-02 03:53,2024-02-02 07:01,3:08,,,,
feed,2024-02-02 02:45,,,Breast,,,
feed,2024-02-02 02:43,,,Bottle,bottle,8oz,
sleep,2024-02-02 01:35,2024-02-02 03:32,1:57,,,,
feed,2024-02-02 01:06,,,Formula,bottle,3oz,
feed,2024-02-02 00:57,,,Formula,bottle,4oz,
feed,2024-02-02 00:11,,,Breast,,,
feed,2024-02-01 23:28,,,Formula,bottle,6oz,
sleep,2024-02-01 23:17,2024-02-02 01:10,1:53,,,,
sleep,2024-02-01 20:24,2024-02-01 22:57,2:33,,,,
feed,2024-02-01 19:01,,,Bottle,bottle,8oz,
sleep,2024-02-01 17:17,2024-02-01 19:05,1:48,,,,
feed,2024-02-01 16:58,,,Bottle,bottle,2oz,
feed,2024-02-01 15:50,,,Bottle,bottle,8oz,
sleep,2024-02-01 14:52,2024-02-01 16:34,1:42,,,,
feed,2024-02-01 14:16,,,Bottle,bottle,5oz,
sleep,2024-02-01 13:54,2024-02-01 15:23,1:29,,,,
feed,2024-02-01 13:07,,,Formula,bottle,2oz,
sleep,2024-02-01 11:53,2024-02-01 12:54,1:01,,,,
feed,2024-02-01 11:23,,,Bottle,bottle,5oz,
meds,2024-02-01 11:07,2024-02-01 11:07,,5ml,Tylenol,,
sleep,2024-02-01 09:17,2024-02-01 10:44,1:27,,,,
meds,2024-02-01 09:01,2024-02-01 09:01,,1ml,Vitamin D,,
sleep,2024-02-01 06:36,2024-02-01 07:45,1:09,,,,
feed,2024-02-01 04:31,,,Formula,bottle,5oz,
sleep,2024-02-01 03:21,2024-02-01 06:09,2:48,,,,
feed,2024-02-01 00:43,,,Bottle,bottle,4oz,
sleep,2024-02-01 00:10,2024-02-01 03:03,2:53,,,,
sleep,2024-01-31 21:52,2024-01-31 23:44,1:52,,,,
feed,2024-01-31 21:13,,,Breast,,,
feed,2024-01-31 20:15,,,Bottle,bottle,4oz,
sleep,2024-01-31 19:40,2024-01-31 21:29,1:49,,,,
sleep,2024-01-31 17:50,2024-01-31 19:15,1:25,,,,
feed,2024-01-31 17:37,,,Breast,,,
sleep,2024-01-31 16:41,2024-01-31 17:24,0:43,,,,
sleep,2024-01-31 16:27,2024-01-31 17:59,1:32,,,,
feed,2024-01-31 15:07,,,Formula,bottle,6oz,
feed,2024-01-31 14:20,,,Bottle,bottle,5oz,
feed,2024-01-31 14:02,,,Bottle,bottle,5oz,
sleep,2024-01-31 13:04,2024-01-31 14:27,1:23,,,,
sleep,2024-01-31 09:50,2024-01-31 10:21,0:31,,,,
sleep,2024-01-31 08:22,2024-01-31 09:35,1:13,,,,
meds,2024-01-31 08:20,2024-01-31 08:20,,1ml,Vitamin D,,
sleep,2024-01-31 07:09,2024-01-31 07:25,0:16,,,,
feed,2024-01-31 06:37,,,Breast,,,
feed,2024-01-31 05:32,,,Bottle,bottle,6oz,
sleep,2024-01-31 04:34,2024-01-31 06:50,2:16,,,,
sleep,2024-01-31 02:20,2024-01-31 04:21,2:01,,,,
feed,2024-01-31 00:21,,,Bottle,bottle,4oz,
feed,2024-01-31 00:17,,,Breast,,,
feed,2024-01-30 23:50,,,Bottle,bottle,3oz,
feed,2024-01-30 23:45,,,Bottle,bottle,8oz,
sleep,2024-01-30 23:05,2024-01-31 01:50,2:45,,,,
feed,2024-01-30 23:03,,,Formula,bottle,3oz,
feed,2024-01-30 21:09,,,Formula,bottle,5oz,
sleep,2024-01-30 20:58,2024-01-30 22:53,1:55,,,,
feed,2024-01-30 18:00,,,Breast,,,
sleep,2024-01-30 17:38,2024-01-30 19:21,1:43,,,,
feed,2024-01-30 14:46,,,Formula,bottle,2oz,
sleep,2024-01-30 13:10,2024-01-30 14:19,1:09,,,,
sleep,2024-01-30 12:49,2024-01-30 13:22,0:33,,,,
feed,2024-01-30 12:48,,,Formula,bottle,2oz,
feed,2024-01-30 11:57,,,Breast,,,
sleep,2024-01-30 10:19,2024-01-30 12:03,1:44,,,,
sleep,2024-01-30 09:49,2024-01-30 10:32,0:43,,,,
meds,2024-01-30 09:08,2024-01-30 09:08,,1ml,Vitamin D,,
sleep,2024-01-30 00:21,2024-01-30 06:30,6:09,,,,
sleep,2024-01-29 21:23,2024-01-30 00:05,2:42,,,,
feed,2024-01-29 20:38,,,Breast,,,
sleep,2024-01-29 18:15,2024-01-29 21:10,2:55,,,,
sleep,2024-01-29 16:03,2024-01-29 17:52,1:49,,,,
sleep,2024-01-29 15:01,2024-01-29 15:33,0:32,,,,
feed,2024-01-29 14:26,,,Breast,,,
feed,2024-01-29 13:53,,,Breast,,,
sleep,2024-01-29 13:14,2024-01-29 14:09,0:55,,,,
feed,2024-01-29 10:12,,,Breast,,,
sleep,2024-01-29 09:49,2024-01-29 10:50,1:01,,,,
sleep,2024-01-29 08:48,2024-01-29 09:21,0:33,,,,
meds,2024-01-29 08:07,2024-01-29 08:07,,1ml,Vitamin D,,
feed,2024-01-29 06:25,,,Formula,bottle,3oz,
feed,2024-01-29 04:47,,,Bottle,bottle,4oz,
sleep,2024-01-29 04:21,2024-01-29 07:24,3:03,,,,
feed,2024-01-29 03:37,,,Bottle,bottle,8oz,
feed,2024-01-29 03:03,,,Bottle,bottle,8oz,
sleep,2024-01-29 01:53,2024-01-29 03:58,2:05,,,,
feed,2024-01-28 23:26,,,Formula,bottle,5oz,
sleep,2024-01-28 23:18,2024-01-29 01:31,2:13,,,,
sleep,2024-01-28 20:30,2024-01-28 22:58,2:28,,,,
feed,2024-01-28 19:39,,,Formula,bottle,5oz,
sleep,2024-01-28 18:03,2024-01-28 20:14,2:11,,,,
sleep,2024-01-28 17:42,2024-01-28 19:11,1:29,,,,
feed,2024-01-28 16:16,,,Formula,bottle,2oz,
sleep,2024-01-28 16:01,2024-01-28 16:48,0:47,,,,
feed,2024-01-28 15:44,,,Bottle,bottle,6oz,
sleep,2024-01-28 14:37,2024-01-28 16:01,1:24,,,,
feed,2024-01-28 14:12,,,Formula,bottle,8oz,
feed,2024-01-28 10:02,,,Formula,bottle,5oz,
meds,2024-01-28 08:34,2024-01-28 08:34,,1ml,Vitamin D,,
sleep,2024-01-28 08:05,2024-01-28 09:57,1:52,,,,
feed,2024-01-28 08:05,,,Breast,,,
feed,2024-01-28 06:57,,,Formula,bottle,6oz,
feed,2024-01-28 06:21,,,Breast,,,
sleep,2024-01-28 00:33,2024-01-28 07:21,6:48,,,,
feed,2024-01-28 00:07,,,Breast,,,
sleep,2024-01-27 22:18,2024-01-28 00:09,1:51,,,,
feed,2024-01-27 21:59,,,Breast,,,
sleep,2024-01-27 19:01,2024-01-27 21:56,2:55,,,,
sleep,2024-01-27 17:57,2024-01-27 19:22,1:25,,,,
sleep,2024-01-27 16:51,2024-01-27 17:55,1:04,,,,
feed,2024-01-27 16:00,,,Formula,bottle,6oz,
feed,2024-01-27 15:19,,,Breast,,,
sleep,2024-01-27 14:54,2024-01-27 15:52,0:58,,,,
sleep,2024-01-27 14:34,2024-01-27 16:06,1:32,,,,
feed,2024-01-27 14:23,,,Bottle,bottle,6oz,
sleep,2024-01-27 13:19,2024-01-27 14:17,0:58,,,,
feed,2024-01-27 09:16,,,Breast,,,
meds,2024-01-27 08:14,2024-01-27 08:14,,1ml,Vitamin D,,
feed,2024-01-27 02:52,,,Formula,bottle,8oz,
feed,2024-01-27 02:11,,,Breast,,,
feed,2024-01-27 01:22,,,Breast,,,
sleep,2024-01-27 00:12,2024-01-27 07:24,7:12,,,,
sleep,2024-01-26 21:07,2024-01-26 23:50,2:43,,,,
feed,2024-01-26 18:19,,,Bottle,bottle,4oz,
sleep,2024-01-26 18:13,2024-01-26 20:57,2:44,,,,
feed,2024-01-26 17:27,,,Breast,,,
feed,2024-01-26 14:32,,,Breast,,,
sleep,2024-01-26 14:26,2024-01-26 15:49,1:23,,,,
sleep,2024-01-26 11:24,2024-01-26 12:53,1:29,,,,
sleep,2024-01-26 11:04,2024-01-26 12:43,1:39,,,,
sleep,2024-01-26 10:45,2024-01-26 11:57,1:12,,,,
meds,2024-01-26 09:24,2024-01-26 09:24,,1ml,Vitamin D,,
feed,2024-01-26 06:25,,,Breast,,,
sleep,2024-01-26 05:54,2024-01-26 07:28,1:34,,,,
feed,2024-01-26 05:33,,,Bottle,bottle,3oz,
feed,2024-01-26 03:43,,,Bottle,bottle,5oz,
sleep,2024-01-26 03:03,2024-01-26 05:42,2:39,,,,
feed,2024-01-26 01:24,,,Breast,,,
sleep,2024-01-26 00:31,2024-01-26 02:43,2:12,,,,
feed,2024-01-26 00:01,,,Breast,,,
feed,2024-01-25 22:42,,,Bottle,bottle,3oz,
sleep,2024-01-25 22:13,2024-01-26 00:13,2:00,,,,
feed,2024-01-25 20:46,,,Breast,,,
sleep,2024-01-25 20:15,2024-01-25 21:54,1:39,,,,
feed,2024-01-25 19:36,,,Bottle,bottle,6oz,
feed,2024-01-25 17:55,,,Formula,bottle,5oz,
sleep,2024-01-25 16:28,2024-01-25 18:00,1:32,,,,
sleep,2024-01-25 16:27,2024-01-25 18:03,1:36,,,,
sleep,2024-01-25 15:39,2024-01-25 16:44,1:05,,,,
sleep,2024-01-25 15:28,2024-01-25 17:19,1:51,,,,
feed,2024-01-25 14:17,,,Formula,bottle,6oz,
sleep,2024-01-25 13:48,2024-01-25 14:49,1:01,,,,
feed,2024-01-25 12:46,,,Breast,,,
sleep,2024-01-25 10:47,2024-01-25 11:50,1:03,,,,
feed,2024-01-25 10:14,,,Formula,bottle,8oz,
feed,2024-01-25 09:35,,,Formula,bottle,4oz,
feed,2024-01-25 08:55,,,Formula,bottle,2oz,
meds,2024-01-25 08:05,2024-01-25 08:05,,1ml,Vitamin D,,
feed,2024-01-25 04:51,,,Bottle,bottle,6oz,
sleep,2024-01-25 01:47,2024-01-25 06:29,4:42,,,,
feed,2024-01-25 00:56,,,Formula,bottle,8oz,
feed,2024-01-24 23:53,,,Breast,,,
feed,2024-01-24 23:38,,,Formula,bottle,8oz,
feed,2024-01-24 23:10,,,Breast,,,
sleep,2024-01-24 22:26,2024-01-25 01:21,2:55,,,,
sleep,2024-01-24 20:15,2024-01-24 22:02,1:47,,,,
feed,2024-01-24 16:48,,,Breast,,,
sleep,2024-01-24 14:14,2024-01-24 14:50,0:36,,,,
feed,2024-01-24 11:59,,,Formula,bottle,6oz,
sleep,2024-01-24 10:51,2024-01-24 12:20,1:29,,,,
meds,2024-01-24 10:23,2024-01-24 10:23,,1ml,Vitamin D,,
sleep,2024-01-24 09:49,2024-01-24 11:25,1:36,,,,
sleep,2024-01-24 08:57,2024-01-24 10:56,1:59,,,,
feed,2024-01-24 07:41,,,Breast,,,
feed,2024-01-24 02:57,,,Formula,bottle,5oz,
sleep,2024-01-24 02:52,2024-01-24 06:45,3:53,,,,
feed,2024-01-24 00:35,,,Formula,bottle,3oz,
feed,2024-01-24 00:29,,,Formula,bottle,5oz,
sleep,2024-01-23 23:57,2024-01-24 02:30,2:33,,,,
